episodes_seen,mean_weighted_coverage,median,model,q25,q75,record_type,training_seed
2836.0,0.328125,,traditional_ppo,,,seed,44.0
2852.0,0.3,,traditional_ppo,,,seed,44.0
2868.0,0.2691326530612244,,traditional_ppo,,,seed,44.0
2884.0,0.3046875,,traditional_ppo,,,seed,44.0
2900.0,0.278125,,traditional_ppo,,,seed,44.0
2916.0,0.2321428571428571,,traditional_ppo,,,seed,44.0
2932.0,0.26171875,,traditional_ppo,,,seed,44.0
2948.0,0.2640625,,traditional_ppo,,,seed,44.0
2964.0,0.2028061224489795,,traditional_ppo,,,seed,44.0
2980.0,0.26171875,,traditional_ppo,,,seed,44.0
2996.0,0.2390624999999999,,traditional_ppo,,,seed,44.0
3000.0,0.2295918367346938,,traditional_ppo,,,seed,44.0
16.0,0.21875,,traditional_ppo,,,seed,45.0
32.0,0.171875,,traditional_ppo,,,seed,45.0
48.0,0.1964285714285714,,traditional_ppo,,,seed,45.0
64.0,0.19140625,,traditional_ppo,,,seed,45.0
80.0,0.2359375,,traditional_ppo,,,seed,45.0
96.0,0.2142857142857143,,traditional_ppo,,,seed,45.0
112.0,0.2734375,,traditional_ppo,,,seed,45.0
128.0,0.2265625,,traditional_ppo,,,seed,45.0
144.0,0.1913265306122449,,traditional_ppo,,,seed,45.0
160.0,0.18359375,,traditional_ppo,,,seed,45.0
176.0,0.1781249999999999,,traditional_ppo,,,seed,45.0
192.0,0.1747448979591836,,traditional_ppo,,,seed,45.0
208.0,0.26953125,,traditional_ppo,,,seed,45.0
224.0,0.19375,,traditional_ppo,,,seed,45.0
240.0,0.2678571428571429,,traditional_ppo,,,seed,45.0
250.0,0.271875,,traditional_ppo,,,seed,45.0
266.0,0.171875,,traditional_ppo,,,seed,45.0
282.0,0.183673469387755,,traditional_ppo,,,seed,45.0
298.0,0.267578125,,traditional_ppo,,,seed,45.0
314.0,0.2234374999999999,,traditional_ppo,,,seed,45.0
330.0,0.2091836734693877,,traditional_ppo,,,seed,45.0
346.0,0.302734375,,traditional_ppo,,,seed,45.0
362.0,0.24375,,traditional_ppo,,,seed,45.0
378.0,0.211734693877551,,traditional_ppo,,,seed,45.0
394.0,0.2890625,,traditional_ppo,,,seed,45.0
410.0,0.2609375,,traditional_ppo,,,seed,45.0
426.0,0.2015306122448979,,traditional_ppo,,,seed,45.0
442.0,0.28125,,traditional_ppo,,,seed,45.0
458.0,0.2546875,,traditional_ppo,,,seed,45.0
474.0,0.221938775510204,,traditional_ppo,,,seed,45.0
490.0,0.271484375,,traditional_ppo,,,seed,45.0
500.0,0.2375,,traditional_ppo,,,seed,45.0
516.0,0.2104591836734693,,traditional_ppo,,,seed,45.0
532.0,0.248046875,,traditional_ppo,,,seed,45.0
548.0,0.26875,,traditional_ppo,,,seed,45.0
564.0,0.2155612244897959,,traditional_ppo,,,seed,45.0
580.0,0.234375,,traditional_ppo,,,seed,45.0
596.0,0.2640625,,traditional_ppo,,,seed,45.0
612.0,0.1964285714285714,,traditional_ppo,,,seed,45.0
628.0,0.30078125,,traditional_ppo,,,seed,45.0
644.0,0.2546875,,traditional_ppo,,,seed,45.0
660.0,0.2308673469387755,,traditional_ppo,,,seed,45.0
676.0,0.3359375,,traditional_ppo,,,seed,45.0
692.0,0.209375,,traditional_ppo,,,seed,45.0
708.0,0.2002551020408163,,traditional_ppo,,,seed,45.0
724.0,0.28515625,,traditional_ppo,,,seed,45.0
740.0,0.25625,,traditional_ppo,,,seed,45.0
756.0,0.2321428571428571,,traditional_ppo,,,seed,45.0
772.0,0.302734375,,traditional_ppo,,,seed,45.0
788.0,0.2640625,,traditional_ppo,,,seed,45.0
804.0,0.2397959183673469,,traditional_ppo,,,seed,45.0
820.0,0.322265625,,traditional_ppo,,,seed,45.0
836.0,0.3,,traditional_ppo,,,seed,45.0
852.0,0.2104591836734693,,traditional_ppo,,,seed,45.0
868.0,0.271484375,,traditional_ppo,,,seed,45.0
884.0,0.2765625,,traditional_ppo,,,seed,45.0
900.0,0.2487244897959183,,traditional_ppo,,,seed,45.0
916.0,0.208984375,,traditional_ppo,,,seed,45.0
932.0,0.284375,,traditional_ppo,,,seed,45.0
948.0,0.246173469387755,,traditional_ppo,,,seed,45.0
964.0,0.322265625,,traditional_ppo,,,seed,45.0
980.0,0.21875,,traditional_ppo,,,seed,45.0
996.0,0.246173469387755,,traditional_ppo,,,seed,45.0
1000.0,0.296875,,traditional_ppo,,,seed,45.0
1016.0,0.2703125,,traditional_ppo,,,seed,45.0
1032.0,0.2410714285714285,,traditional_ppo,,,seed,45.0
1048.0,0.328125,,traditional_ppo,,,seed,45.0
1064.0,0.2859375,,traditional_ppo,,,seed,45.0
1080.0,0.235969387755102,,traditional_ppo,,,seed,45.0
1096.0,0.263671875,,traditional_ppo,,,seed,45.0
1112.0,0.2609375,,traditional_ppo,,,seed,45.0
1128.0,0.221938775510204,,traditional_ppo,,,seed,45.0
1144.0,0.30078125,,traditional_ppo,,,seed,45.0
1160.0,0.2734375,,traditional_ppo,,,seed,45.0
1176.0,0.2551020408163265,,traditional_ppo,,,seed,45.0
1192.0,0.29296875,,traditional_ppo,,,seed,45.0
1208.0,0.2390625,,traditional_ppo,,,seed,45.0
1224.0,0.2448979591836734,,traditional_ppo,,,seed,45.0
1240.0,0.30078125,,traditional_ppo,,,seed,45.0
1256.0,0.2828125,,traditional_ppo,,,seed,45.0
1272.0,0.2142857142857142,,traditional_ppo,,,seed,45.0
1288.0,0.28515625,,traditional_ppo,,,seed,45.0
1304.0,0.2609375,,traditional_ppo,,,seed,45.0
1320.0,0.2283163265306122,,traditional_ppo,,,seed,45.0
1336.0,0.357421875,,traditional_ppo,,,seed,45.0
1352.0,0.315625,,traditional_ppo,,,seed,45.0
1368.0,0.2283163265306122,,traditional_ppo,,,seed,45.0
1384.0,0.3046875,,traditional_ppo,,,seed,45.0
1400.0,0.265625,,traditional_ppo,,,seed,45.0
1416.0,0.2295918367346938,,traditional_ppo,,,seed,45.0
1432.0,0.328125,,traditional_ppo,,,seed,45.0
1448.0,0.2546875,,traditional_ppo,,,seed,45.0
1464.0,0.2397959183673469,,traditional_ppo,,,seed,45.0
1480.0,0.302734375,,traditional_ppo,,,seed,45.0
1496.0,0.2609375,,traditional_ppo,,,seed,45.0
1500.0,0.1887755102040816,,traditional_ppo,,,seed,45.0
1516.0,0.314453125,,traditional_ppo,,,seed,45.0
1532.0,0.2375,,traditional_ppo,,,seed,45.0
1548.0,0.2015306122448979,,traditional_ppo,,,seed,45.0
1564.0,0.27734375,,traditional_ppo,,,seed,45.0
1580.0,0.259375,,traditional_ppo,,,seed,45.0
1596.0,0.2372448979591837,,traditional_ppo,,,seed,45.0
1612.0,0.349609375,,traditional_ppo,,,seed,45.0
1628.0,0.25625,,traditional_ppo,,,seed,45.0
1644.0,0.2385204081632653,,traditional_ppo,,,seed,45.0
1660.0,0.3125,,traditional_ppo,,,seed,45.0
1676.0,0.2375,,traditional_ppo,,,seed,45.0
1692.0,0.2270408163265306,,traditional_ppo,,,seed,45.0
1708.0,0.24609375,,traditional_ppo,,,seed,45.0
1724.0,0.2359375,,traditional_ppo,,,seed,45.0
1740.0,0.264030612244898,,traditional_ppo,,,seed,45.0
1756.0,0.287109375,,traditional_ppo,,,seed,45.0
1772.0,0.240625,,traditional_ppo,,,seed,45.0
1788.0,0.235969387755102,,traditional_ppo,,,seed,45.0
1804.0,0.294921875,,traditional_ppo,,,seed,45.0
1820.0,0.234375,,traditional_ppo,,,seed,45.0
1836.0,0.246173469387755,,traditional_ppo,,,seed,45.0
1852.0,0.310546875,,traditional_ppo,,,seed,45.0
1868.0,0.246875,,traditional_ppo,,,seed,45.0
1884.0,0.2346938775510204,,traditional_ppo,,,seed,45.0
1900.0,0.291015625,,traditional_ppo,,,seed,45.0
1916.0,0.2421874999999999,,traditional_ppo,,,seed,45.0
1932.0,0.2270408163265306,,traditional_ppo,,,seed,45.0
1948.0,0.287109375,,traditional_ppo,,,seed,45.0
1964.0,0.2921875,,traditional_ppo,,,seed,45.0
1980.0,0.2448979591836734,,traditional_ppo,,,seed,45.0
1996.0,0.28515625,,traditional_ppo,,,seed,45.0
2000.0,0.2375,,traditional_ppo,,,seed,45.0
2016.0,0.2614795918367347,,traditional_ppo,,,seed,45.0
2032.0,0.28515625,,traditional_ppo,,,seed,45.0
2048.0,0.278125,,traditional_ppo,,,seed,45.0
2064.0,0.2461734693877551,,traditional_ppo,,,seed,45.0
2080.0,0.30859375,,traditional_ppo,,,seed,45.0
2096.0,0.2734375,,traditional_ppo,,,seed,45.0
2112.0,0.2461734693877551,,traditional_ppo,,,seed,45.0
2128.0,0.314453125,,traditional_ppo,,,seed,45.0
2144.0,0.2921875,,traditional_ppo,,,seed,45.0
2160.0,0.197704081632653,,traditional_ppo,,,seed,45.0
2176.0,0.33203125,,traditional_ppo,,,seed,45.0
2192.0,0.2453125,,traditional_ppo,,,seed,45.0
2208.0,0.2525510204081632,,traditional_ppo,,,seed,45.0
2224.0,0.33984375,,traditional_ppo,,,seed,45.0
2240.0,0.234375,,traditional_ppo,,,seed,45.0
2256.0,0.2410714285714285,,traditional_ppo,,,seed,45.0
2272.0,0.287109375,,traditional_ppo,,,seed,45.0
2288.0,0.2984375,,traditional_ppo,,,seed,45.0
2304.0,0.2448979591836734,,traditional_ppo,,,seed,45.0
2320.0,0.251953125,,traditional_ppo,,,seed,45.0
2336.0,0.2390624999999999,,traditional_ppo,,,seed,45.0
2352.0,0.2334183673469387,,traditional_ppo,,,seed,45.0
2368.0,0.271484375,,traditional_ppo,,,seed,45.0
2384.0,0.2390625,,traditional_ppo,,,seed,45.0
2400.0,0.2181122448979591,,traditional_ppo,,,seed,45.0
2416.0,0.310546875,,traditional_ppo,,,seed,45.0
2432.0,0.284375,,traditional_ppo,,,seed,45.0
2448.0,0.235969387755102,,traditional_ppo,,,seed,45.0
2464.0,0.291015625,,traditional_ppo,,,seed,45.0
2480.0,0.2375,,traditional_ppo,,,seed,45.0
2496.0,0.2321428571428571,,traditional_ppo,,,seed,45.0
2500.0,0.21875,,traditional_ppo,,,seed,45.0
2516.0,0.2781249999999999,,traditional_ppo,,,seed,45.0
2532.0,0.2410714285714285,,traditional_ppo,,,seed,45.0
2548.0,0.3203125,,traditional_ppo,,,seed,45.0
2564.0,0.275,,traditional_ppo,,,seed,45.0
2580.0,0.2385204081632653,,traditional_ppo,,,seed,45.0
2596.0,0.283203125,,traditional_ppo,,,seed,45.0
2612.0,0.23125,,traditional_ppo,,,seed,45.0
2628.0,0.2283163265306122,,traditional_ppo,,,seed,45.0
2644.0,0.27734375,,traditional_ppo,,,seed,45.0
2660.0,0.253125,,traditional_ppo,,,seed,45.0
2676.0,0.25,,traditional_ppo,,,seed,45.0
2692.0,0.33984375,,traditional_ppo,,,seed,45.0
2708.0,0.2640625,,traditional_ppo,,,seed,45.0
2724.0,0.2602040816326531,,traditional_ppo,,,seed,45.0
2740.0,0.291015625,,traditional_ppo,,,seed,45.0
2756.0,0.2671875,,traditional_ppo,,,seed,45.0
2772.0,0.2627551020408163,,traditional_ppo,,,seed,45.0
2788.0,0.322265625,,traditional_ppo,,,seed,45.0
2804.0,0.2734375,,traditional_ppo,,,seed,45.0
2820.0,0.2053571428571428,,traditional_ppo,,,seed,45.0
2836.0,0.2578125,,traditional_ppo,,,seed,45.0
2852.0,0.303125,,traditional_ppo,,,seed,45.0
2868.0,0.2487244897959183,,traditional_ppo,,,seed,45.0
2884.0,0.310546875,,traditional_ppo,,,seed,45.0
2900.0,0.296875,,traditional_ppo,,,seed,45.0
2916.0,0.2244897959183673,,traditional_ppo,,,seed,45.0
2932.0,0.2734375,,traditional_ppo,,,seed,45.0
2948.0,0.2546875,,traditional_ppo,,,seed,45.0
2964.0,0.2334183673469387,,traditional_ppo,,,seed,45.0
2980.0,0.32421875,,traditional_ppo,,,seed,45.0
2996.0,0.259375,,traditional_ppo,,,seed,45.0
3000.0,0.2653061224489795,,traditional_ppo,,,seed,45.0
16.0,0.2421875,,traditional_ppo,,,seed,46.0
32.0,0.18125,,traditional_ppo,,,seed,46.0
48.0,0.149234693877551,,traditional_ppo,,,seed,46.0
64.0,0.212890625,,traditional_ppo,,,seed,46.0
80.0,0.184375,,traditional_ppo,,,seed,46.0
96.0,0.1709183673469387,,traditional_ppo,,,seed,46.0
112.0,0.20703125,,traditional_ppo,,,seed,46.0
128.0,0.2375,,traditional_ppo,,,seed,46.0
144.0,0.1849489795918367,,traditional_ppo,,,seed,46.0
160.0,0.212890625,,traditional_ppo,,,seed,46.0
176.0,0.2171874999999999,,traditional_ppo,,,seed,46.0
192.0,0.2040816326530612,,traditional_ppo,,,seed,46.0
208.0,0.25390625,,traditional_ppo,,,seed,46.0
224.0,0.2171874999999999,,traditional_ppo,,,seed,46.0
240.0,0.2040816326530612,,traditional_ppo,,,seed,46.0
250.0,0.253125,,traditional_ppo,,,seed,46.0
266.0,0.2203125,,traditional_ppo,,,seed,46.0
282.0,0.2193877551020407,,traditional_ppo,,,seed,46.0
298.0,0.224609375,,traditional_ppo,,,seed,46.0
314.0,0.2625,,traditional_ppo,,,seed,46.0
330.0,0.1926020408163265,,traditional_ppo,,,seed,46.0
346.0,0.283203125,,traditional_ppo,,,seed,46.0
362.0,0.2296875,,traditional_ppo,,,seed,46.0
378.0,0.2015306122448979,,traditional_ppo,,,seed,46.0
394.0,0.294921875,,traditional_ppo,,,seed,46.0
410.0,0.24375,,traditional_ppo,,,seed,46.0
426.0,0.2308673469387755,,traditional_ppo,,,seed,46.0
442.0,0.25,,traditional_ppo,,,seed,46.0
458.0,0.2328124999999999,,traditional_ppo,,,seed,46.0
474.0,0.1836734693877551,,traditional_ppo,,,seed,46.0
490.0,0.236328125,,traditional_ppo,,,seed,46.0
500.0,0.195,,traditional_ppo,,,seed,46.0
516.0,0.2436224489795918,,traditional_ppo,,,seed,46.0
532.0,0.298828125,,traditional_ppo,,,seed,46.0
548.0,0.215625,,traditional_ppo,,,seed,46.0
564.0,0.2130102040816326,,traditional_ppo,,,seed,46.0
580.0,0.28515625,,traditional_ppo,,,seed,46.0
596.0,0.265625,,traditional_ppo,,,seed,46.0
612.0,0.2334183673469387,,traditional_ppo,,,seed,46.0
628.0,0.236328125,,traditional_ppo,,,seed,46.0
644.0,0.2546875,,traditional_ppo,,,seed,46.0
660.0,0.2168367346938775,,traditional_ppo,,,seed,46.0
676.0,0.28515625,,traditional_ppo,,,seed,46.0
692.0,0.246875,,traditional_ppo,,,seed,46.0
708.0,0.225765306122449,,traditional_ppo,,,seed,46.0
724.0,0.29296875,,traditional_ppo,,,seed,46.0
740.0,0.234375,,traditional_ppo,,,seed,46.0
756.0,0.2295918367346938,,traditional_ppo,,,seed,46.0
772.0,0.30859375,,traditional_ppo,,,seed,46.0
788.0,0.2484374999999999,,traditional_ppo,,,seed,46.0
804.0,0.2244897959183673,,traditional_ppo,,,seed,46.0
820.0,0.267578125,,traditional_ppo,,,seed,46.0
836.0,0.2359375,,traditional_ppo,,,seed,46.0
852.0,0.2308673469387755,,traditional_ppo,,,seed,46.0
868.0,0.28515625,,traditional_ppo,,,seed,46.0
884.0,0.275,,traditional_ppo,,,seed,46.0
900.0,0.2691326530612244,,traditional_ppo,,,seed,46.0
916.0,0.27734375,,traditional_ppo,,,seed,46.0
932.0,0.253125,,traditional_ppo,,,seed,46.0
948.0,0.2168367346938775,,traditional_ppo,,,seed,46.0
964.0,0.26953125,,traditional_ppo,,,seed,46.0
980.0,0.25625,,traditional_ppo,,,seed,46.0
996.0,0.2066326530612244,,traditional_ppo,,,seed,46.0
1000.0,0.3203125,,traditional_ppo,,,seed,46.0
1016.0,0.3015624999999999,,traditional_ppo,,,seed,46.0
1032.0,0.2308673469387755,,traditional_ppo,,,seed,46.0
1048.0,0.30859375,,traditional_ppo,,,seed,46.0
1064.0,0.25625,,traditional_ppo,,,seed,46.0
1080.0,0.2589285714285714,,traditional_ppo,,,seed,46.0
1096.0,0.314453125,,traditional_ppo,,,seed,46.0
1112.0,0.234375,,traditional_ppo,,,seed,46.0
1128.0,0.2270408163265306,,traditional_ppo,,,seed,46.0
1144.0,0.337890625,,traditional_ppo,,,seed,46.0
1160.0,0.2781249999999999,,traditional_ppo,,,seed,46.0
1176.0,0.225765306122449,,traditional_ppo,,,seed,46.0
1192.0,0.3046875,,traditional_ppo,,,seed,46.0
1208.0,0.2890625,,traditional_ppo,,,seed,46.0
1224.0,0.2423469387755102,,traditional_ppo,,,seed,46.0
1240.0,0.294921875,,traditional_ppo,,,seed,46.0
1256.0,0.25,,traditional_ppo,,,seed,46.0
1272.0,0.2193877551020408,,traditional_ppo,,,seed,46.0
1288.0,0.236328125,,traditional_ppo,,,seed,46.0
1304.0,0.2515624999999999,,traditional_ppo,,,seed,46.0
1320.0,0.2155612244897959,,traditional_ppo,,,seed,46.0
1336.0,0.271484375,,traditional_ppo,,,seed,46.0
1352.0,0.271875,,traditional_ppo,,,seed,46.0
1368.0,0.2436224489795918,,traditional_ppo,,,seed,46.0
1384.0,0.28515625,,traditional_ppo,,,seed,46.0
1400.0,0.2312499999999999,,traditional_ppo,,,seed,46.0
1416.0,0.221938775510204,,traditional_ppo,,,seed,46.0
1432.0,0.302734375,,traditional_ppo,,,seed,46.0
1448.0,0.303125,,traditional_ppo,,,seed,46.0
1464.0,0.2614795918367347,,traditional_ppo,,,seed,46.0
1480.0,0.34375,,traditional_ppo,,,seed,46.0
1496.0,0.2234375,,traditional_ppo,,,seed,46.0
1500.0,0.1938775510204081,,traditional_ppo,,,seed,46.0
1516.0,0.26953125,,traditional_ppo,,,seed,46.0
1532.0,0.2703125,,traditional_ppo,,,seed,46.0
1548.0,0.260204081632653,,traditional_ppo,,,seed,46.0
1564.0,0.279296875,,traditional_ppo,,,seed,46.0
1580.0,0.2875,,traditional_ppo,,,seed,46.0
1596.0,0.2614795918367347,,traditional_ppo,,,seed,46.0
1612.0,0.3046875,,traditional_ppo,,,seed,46.0
1628.0,0.2515625,,traditional_ppo,,,seed,46.0
1644.0,0.2053571428571428,,traditional_ppo,,,seed,46.0
1660.0,0.265625,,traditional_ppo,,,seed,46.0
1676.0,0.2484375,,traditional_ppo,,,seed,46.0
1692.0,0.2308673469387755,,traditional_ppo,,,seed,46.0
1708.0,0.283203125,,traditional_ppo,,,seed,46.0
1724.0,0.2703124999999999,,traditional_ppo,,,seed,46.0
1740.0,0.2525510204081633,,traditional_ppo,,,seed,46.0
1756.0,0.294921875,,traditional_ppo,,,seed,46.0
1772.0,0.2406249999999999,,traditional_ppo,,,seed,46.0
1788.0,0.2436224489795918,,traditional_ppo,,,seed,46.0
1804.0,0.314453125,,traditional_ppo,,,seed,46.0
1820.0,0.20625,,traditional_ppo,,,seed,46.0
1836.0,0.2181122448979592,,traditional_ppo,,,seed,46.0
1852.0,0.265625,,traditional_ppo,,,seed,46.0
1868.0,0.2890625,,traditional_ppo,,,seed,46.0
1884.0,0.2040816326530612,,traditional_ppo,,,seed,46.0
1900.0,0.30859375,,traditional_ppo,,,seed,46.0
1916.0,0.3078125,,traditional_ppo,,,seed,46.0
1932.0,0.2002551020408163,,traditional_ppo,,,seed,46.0
1948.0,0.2890625,,traditional_ppo,,,seed,46.0
1964.0,0.25625,,traditional_ppo,,,seed,46.0
1980.0,0.1887755102040816,,traditional_ppo,,,seed,46.0
1996.0,0.287109375,,traditional_ppo,,,seed,46.0
2000.0,0.3125,,traditional_ppo,,,seed,46.0
2016.0,0.2066326530612244,,traditional_ppo,,,seed,46.0
2032.0,0.31640625,,traditional_ppo,,,seed,46.0
2048.0,0.2453125,,traditional_ppo,,,seed,46.0
2064.0,0.2525510204081632,,traditional_ppo,,,seed,46.0
2080.0,0.341796875,,traditional_ppo,,,seed,46.0
2096.0,0.2749999999999999,,traditional_ppo,,,seed,46.0
2112.0,0.2665816326530612,,traditional_ppo,,,seed,46.0
2128.0,0.2578125,,traditional_ppo,,,seed,46.0
2144.0,0.246875,,traditional_ppo,,,seed,46.0
2160.0,0.2308673469387754,,traditional_ppo,,,seed,46.0
2176.0,0.2578125,,traditional_ppo,,,seed,46.0
2192.0,0.2640625,,traditional_ppo,,,seed,46.0
2208.0,0.2066326530612245,,traditional_ppo,,,seed,46.0
2224.0,0.302734375,,traditional_ppo,,,seed,46.0
2240.0,0.3,,traditional_ppo,,,seed,46.0
2256.0,0.2665816326530612,,traditional_ppo,,,seed,46.0
2272.0,0.28125,,traditional_ppo,,,seed,46.0
2288.0,0.2453125,,traditional_ppo,,,seed,46.0
2304.0,0.2295918367346938,,traditional_ppo,,,seed,46.0
2320.0,0.318359375,,traditional_ppo,,,seed,46.0
2336.0,0.2624999999999999,,traditional_ppo,,,seed,46.0
2352.0,0.2181122448979591,,traditional_ppo,,,seed,46.0
2368.0,0.275390625,,traditional_ppo,,,seed,46.0
2384.0,0.2671875,,traditional_ppo,,,seed,46.0
2400.0,0.2321428571428571,,traditional_ppo,,,seed,46.0
2416.0,0.28515625,,traditional_ppo,,,seed,46.0
2432.0,0.2765625,,traditional_ppo,,,seed,46.0
2448.0,0.2244897959183673,,traditional_ppo,,,seed,46.0
2464.0,0.318359375,,traditional_ppo,,,seed,46.0
2480.0,0.2328124999999999,,traditional_ppo,,,seed,46.0
2496.0,0.2410714285714285,,traditional_ppo,,,seed,46.0
2500.0,0.2890625,,traditional_ppo,,,seed,46.0
2516.0,0.2625,,traditional_ppo,,,seed,46.0
2532.0,0.2066326530612244,,traditional_ppo,,,seed,46.0
2548.0,0.255859375,,traditional_ppo,,,seed,46.0
2564.0,0.3,,traditional_ppo,,,seed,46.0
2580.0,0.2551020408163265,,traditional_ppo,,,seed,46.0
2596.0,0.27734375,,traditional_ppo,,,seed,46.0
2612.0,0.3078125,,traditional_ppo,,,seed,46.0
2628.0,0.2525510204081632,,traditional_ppo,,,seed,46.0
2644.0,0.28515625,,traditional_ppo,,,seed,46.0
2660.0,0.2796875,,traditional_ppo,,,seed,46.0
2676.0,0.246173469387755,,traditional_ppo,,,seed,46.0
2692.0,0.3125,,traditional_ppo,,,seed,46.0
2708.0,0.24375,,traditional_ppo,,,seed,46.0
2724.0,0.2538265306122449,,traditional_ppo,,,seed,46.0
2740.0,0.330078125,,traditional_ppo,,,seed,46.0
2756.0,0.2390625,,traditional_ppo,,,seed,46.0
2772.0,0.2308673469387755,,traditional_ppo,,,seed,46.0
2788.0,0.3046875,,traditional_ppo,,,seed,46.0
2804.0,0.278125,,traditional_ppo,,,seed,46.0
2820.0,0.2334183673469387,,traditional_ppo,,,seed,46.0
2836.0,0.298828125,,traditional_ppo,,,seed,46.0
2852.0,0.2671875,,traditional_ppo,,,seed,46.0
2868.0,0.2525510204081632,,traditional_ppo,,,seed,46.0
2884.0,0.228515625,,traditional_ppo,,,seed,46.0
2900.0,0.2781249999999999,,traditional_ppo,,,seed,46.0
2916.0,0.2321428571428571,,traditional_ppo,,,seed,46.0
2932.0,0.248046875,,traditional_ppo,,,seed,46.0
2948.0,0.2421875,,traditional_ppo,,,seed,46.0
2964.0,0.2385204081632653,,traditional_ppo,,,seed,46.0
2980.0,0.27734375,,traditional_ppo,,,seed,46.0
2996.0,0.265625,,traditional_ppo,,,seed,46.0
3000.0,0.2857142857142857,,traditional_ppo,,,seed,46.0
0.0,,0.21875,traditional_ppo,0.201171875,0.2421875,summary,
20.0,,0.20703125,traditional_ppo,0.19619140625,0.226953125,summary,
40.0,,0.175015943877551,traditional_ppo,0.1741709183673469,0.1782684948979592,summary,
60.0,,0.2032944036989796,traditional_ppo,0.1969766422193877,0.2043706154336734,summary,
80.0,,0.1875,traditional_ppo,0.1875,0.2171875,summary,
100.0,,0.1811324139030612,traditional_ppo,0.179946588010204,0.2031050701530612,summary,
120.0,,0.2205078125,traditional_ppo,0.215234375,0.222265625,summary,
140.0,,0.2001355229591837,traditional_ppo,0.1980867346938775,0.2114556760204081,summary,
160.0,,0.234375,traditional_ppo,0.212890625,0.267578125,summary,
180.0,,0.1965401785714285,traditional_ppo,0.1946348852040816,0.2139110331632653,summary,
200.0,,0.2137077487244898,traditional_ppo,0.2126116071428571,0.2221380739795918,summary,
220.0,,0.2263671874999999,traditional_ppo,0.22138671875,0.2271484375,summary,
240.0,,0.2040816326530612,traditional_ppo,0.2015306122448979,0.2079081632653061,summary,
260.0,,0.2326171875,traditional_ppo,0.2287109375,0.23671875,summary,
280.0,,0.2172991071428571,traditional_ppo,0.2119698660714285,0.2179129464285714,summary,
300.0,,0.28408203125,traditional_ppo,0.262060546875,0.287109375,summary,
320.0,,0.2222177933673469,traditional_ppo,0.2180923150510204,0.2362882653061224,summary,
340.0,,0.2492277184311224,traditional_ppo,0.2435526945153061,0.2673738440688775,summary,
360.0,,0.2537109375,traditional_ppo,0.251123046875,0.2565429687499999,summary,
380.0,,0.2214006696428571,traditional_ppo,0.2133440290178571,0.2325613839285714,summary,
400.0,,0.275,traditional_ppo,0.2677734375,0.275732421875,summary,
